date,equity
2020-02-10,5000.0
2020-02-11,5000.0
2020-02-12,5000.0
2020-02-13,5000.0
2020-02-14,5000.0
2020-02-15,5000.0
2020-02-16,5000.0
2020-02-17,5000.0
2020-02-18,5000.0
2020-02-19,5000.0
2020-02-20,4998.528289945114
2020-02-21,5050.687152700374
2020-02-22,5033.71744712531
2020-02-23,5148.978312677526
2020-02-24,5051.532136168923
2020-02-25,4894.9894371085265
2020-02-26,4764.566713778231
2020-02-27,4766.706874419873
2020-02-28,4781.425035919147
2020-02-29,4789.321104553097
2020-03-01,4799.052914151686
2020-03-02,4541.530503679742
2020-03-03,4609.0884833275295
2020-03-04,4597.406973950469
2020-03-05,4452.59447435654
2020-03-06,4374.017127731184
2020-03-07,4472.515859271464
2020-03-08,4874.687428561922
2020-03-09,4888.970530590403
2020-03-10,4879.227389072647
2020-03-11,4905.013353047787
2020-03-12,7463.350879402089
2020-03-13,7284.793240695142
2020-03-14,7306.945609670218
2020-03-15,7282.273508776798
2020-03-16,7398.556646515533
2020-03-17,7303.409736624425
2020-03-18,7274.191943104884
2020-03-19,6911.9307589227365
2020-03-20,6971.505148722925
2020-03-21,6963.094197549621
2020-03-22,7169.155295197019
2020-03-23,6872.930775038059
2020-03-24,6788.585753250192
2020-03-25,6819.495168822191
2020-03-26,6684.996084292737
2020-03-27,6822.307508415153
2020-03-28,6835.664702170254
2020-03-29,7011.296335072297
2020-03-30,6825.26077703328
2020-03-31,6798.110249037286
2020-04-01,6742.062891760557
2020-04-02,6663.20769516646
2020-04-03,6653.2110217366735
2020-04-04,6605.187778720199
2020-04-05,6631.50266279827
2020-04-06,6286.391891858035
2020-04-07,6338.502142270806
2020-04-08,6289.819969338753
2020-04-09,6299.694280596314
2020-04-10,6322.106594024845
2020-04-11,6319.953131474775
2020-04-12,6310.801193293461
2020-04-13,6303.568087006044
2020-04-14,6299.713557424363
2020-04-15,6275.203218213529
2020-04-16,6273.612241379506
2020-04-17,6258.791352037859
2020-04-18,6361.412994449861
2020-04-19,6270.3621395997225
2020-04-20,6087.290347176542
2020-04-21,6102.593459567347
2020-04-22,6206.561162620311
2020-04-23,6268.12474332718
2020-04-24,6271.204241719774
2020-04-25,6351.172078154552
2020-04-26,6414.576150143466
2020-04-27,6425.720371924355
2020-04-28,6455.028343179973
2020-04-29,7153.348926552451
2020-04-30,6821.764746996255
2020-05-01,7079.662407411719
2020-05-02,7227.122922767353
2020-05-03,7017.112916801118
2020-05-04,6927.8225619617115
2020-05-05,6937.944770767497
2020-05-06,6761.236238689329
2020-05-07,7562.974994334951
2020-05-08,7501.719563002139
2020-05-09,7304.714855909533
2020-05-10,6157.5431377957375
2020-05-11,6031.026332013986
2020-05-12,6222.385405167742
2020-05-13,6545.222526568652
2020-05-14,6785.803309266687
2020-05-15,6453.378135899742
2020-05-16,6554.638352698099
2020-05-17,6756.85591685526
2020-05-18,6893.568349403262
2020-05-19,6924.204050419084
2020-05-20,6713.606813166583
2020-05-21,6272.474643469112
2020-05-22,6464.349569252585
2020-05-23,6451.881200178386
2020-05-24,6123.199899838719
2020-05-25,6262.090173708852
2020-05-26,6197.943717171523
2020-05-27,6423.618264032648
2020-05-28,6731.356172328326
2020-05-29,6673.680388592435
2020-05-30,7174.582641630948
2020-05-31,6813.468404108244
2020-06-01,7530.773721786094
2020-06-02,6967.245839620651
2020-06-03,7136.466667471697
2020-06-04,7154.295660469344
2020-06-05,7058.7102239120795
2020-06-06,7097.652289346304
2020-06-07,7151.709082223824
2020-06-08,7209.11477928091
2020-06-09,7143.638267746735
2020-06-10,7272.8264554198395
2020-06-11,6506.445016696421
2020-06-12,6703.572518184824
2020-06-13,6731.216396299831
2020-06-14,6583.346778913116
2020-06-15,6569.172660749982
2020-06-16,6679.531005314161
2020-06-17,6628.9298394424395
2020-06-18,6590.9119223058
2020-06-19,6562.647029210317
2020-06-20,6561.020321854499
2020-06-21,6562.744374220358
2020-06-22,6760.328787218559
2020-06-23,6760.866214940973
2020-06-24,6668.17037844022
2020-06-25,6677.670709926065
2020-06-26,6625.219207158436
2020-06-27,6787.8969552594845
2020-06-28,6727.218406995
2020-06-29,6721.826057497497
2020-06-30,6777.151340247425
2020-07-01,6668.4755050458
2020-07-02,6796.731194052805
2020-07-03,6765.2350095321135
2020-07-04,6637.5426834121145
2020-07-05,6691.759638708656
2020-07-06,6101.392039326659
2020-07-07,6045.357001420555
2020-07-08,5482.5461672045285
2020-07-09,5482.235434181616
2020-07-10,5448.1413094520485
2020-07-11,5403.024625143256
2020-07-12,5507.942237400751
2020-07-13,5465.107759406535
2020-07-14,5427.142985981023
2020-07-15,5299.965859427901
2020-07-16,5107.844399269442
2020-07-17,5075.962136415402
2020-07-18,5164.9615601413
2020-07-19,5385.102027836507
2020-07-20,5184.516513189635
2020-07-21,5373.784562399134
2020-07-22,5762.76778250341
2020-07-23,6198.9435960291285
2020-07-24,6334.409413733176
2020-07-25,7160.077703411284
2020-07-26,7309.827228211755
2020-07-27,8399.10720044193
2020-07-28,8548.440539053732
2020-07-29,8734.54277878805
2020-07-30,9019.617509160908
2020-07-31,9709.442985226111
2020-08-01,11109.403161000557
2020-08-02,10477.798930668696
2020-08-03,11137.441384072044
2020-08-04,11179.986193317542
2020-08-05,11729.769555742856
2020-08-06,11585.44989811502
2020-08-07,11198.217103307961
2020-08-08,11577.814285315808
2020-08-09,11265.573167158924
2020-08-10,11582.832934769654
2020-08-11,10649.950132063314
2020-08-12,10876.985175132562
2020-08-13,11657.69295970639
2020-08-14,12258.997179723634
2020-08-15,12266.599361451536
2020-08-16,12489.762441228939
2020-08-17,12807.747604294156
2020-08-18,12372.292065938167
2020-08-19,11961.825989754934
2020-08-20,12238.484277331081
2020-08-21,11527.94554370605
2020-08-22,11757.800036888759
2020-08-23,11637.183597395524
2020-08-24,12058.947116824533
2020-08-25,11154.551093267772
2020-08-26,11381.491406905501
2020-08-27,11218.128789385944
2020-08-28,11567.843443513117
2020-08-29,11587.978161414248
2020-08-30,12344.381817490801
2020-08-31,12273.710488931545
2020-09-01,13343.62416206993
2020-09-02,12502.457232322995
2020-09-03,10811.676692491532
2020-09-04,10895.40788787876
2020-09-05,10530.20007709492
2020-09-06,10676.349640746641
2020-09-07,10648.564416195315
2020-09-08,10630.874890260231
2020-09-09,10764.267545451616
2020-09-10,10811.567083966307
2020-09-11,10905.063848017107
2020-09-12,11272.390654845582
2020-09-13,11484.13583322626
2020-09-14,11438.550851909538
2020-09-15,10980.977505026636
2020-09-16,11051.2229589181
2020-09-17,11051.288219728074
2020-09-18,11090.878226532528
2020-09-19,11082.381962707572
2020-09-20,10885.857032687481
2020-09-21,10251.348743087241
2020-09-22,10359.204413639056
2020-09-23,10170.523176395138
2020-09-24,10342.465232056216
2020-09-25,10322.819265465743
2020-09-26,10385.461105055885
2020-09-27,10393.253709298002
2020-09-28,10420.521404307317
2020-09-29,10558.480492859671
2020-09-30,10574.277859416177
2020-10-01,10356.434159664877
2020-10-02,10323.411834019993
2020-10-03,10401.761206451696
2020-10-04,10432.0658374226
2020-10-05,10384.997299152988
2020-10-06,10217.117054781891
2020-10-07,10221.942157679943
2020-10-08,10278.610072600619
2020-10-09,10408.824708172404
2020-10-10,10480.26320424715
2020-10-11,10537.270979261964
2020-10-12,10887.79915582039
2020-10-13,10795.00299188268
2020-10-14,10741.023367582355
2020-10-15,10833.532144158762
2020-10-16,10423.44960099057
2020-10-17,10493.705961182333
2020-10-18,10717.60048860337
2020-10-19,10837.442774792835
2020-10-20,10771.250410020566
2020-10-21,11720.676971692465
2020-10-22,12021.296713710391
2020-10-23,11980.082777261978
2020-10-24,12110.28095335597
2020-10-25,11972.3314674781
2020-10-26,11956.46589693708
2020-10-27,12461.355010913734
2020-10-28,11977.35696498718
2020-10-29,12017.216949430069
2020-10-30,11922.965386563741
2020-10-31,12085.70559085764
2020-11-01,12139.378259901803
2020-11-02,11890.88521458437
2020-11-03,12174.543050485558
2020-11-04,12347.287913059532
2020-11-05,13270.362741993646
2020-11-06,13365.612993703988
2020-11-07,13047.096267513565
2020-11-08,13275.023467278601
2020-11-09,13204.25780354466
2020-11-10,13220.616352230398
2020-11-11,13465.557386077287
2020-11-12,13701.233983712882
2020-11-13,13893.634223210034
2020-11-14,13667.929052915095
2020-11-15,13529.78420772729
2020-11-16,14198.903578641226
2020-11-17,14954.66261827883
2020-11-18,14860.305448591924
2020-11-19,14943.996771013142
2020-11-20,16085.422448022839
2020-11-21,17977.444995949234
2020-11-22,17968.782263552446
2020-11-23,18562.83101982315
2020-11-24,18790.391090973397
2020-11-25,18408.75199585453
2020-11-26,17640.688345833998
2020-11-27,17662.657245535178
2020-11-28,17919.973808021685
2020-11-29,18168.158033652267
2020-11-30,18926.917432022343
2020-12-01,18406.85547702561
2020-12-02,18600.335956057465
2020-12-03,18781.12176856896
2020-12-04,18137.792349149648
2020-12-05,18488.368946555
2020-12-06,18669.497795596046
2020-12-07,18525.45518219677
2020-12-08,17930.974912863
