date,BNBUSDT_PERP,BTCUSDT_PERP,ETHUSDT_PERP,XRPUSDT_PERP
2024-05-20,1726.1103206054868,1174.9091174452767,97.21513611146497,-1707.3126282685193
2024-05-21,2321.71949577223,1463.2022262495584,639.555742458455,-1429.770844857353
2024-05-22,2798.1961699209883,1626.0905008955904,1025.3749323651928,-1317.075800899801
2024-05-23,2637.1002334406967,1626.0905008955904,1433.600134631421,-1248.530675254862
2024-05-24,2770.7485924201565,1756.3925321474862,1667.0584290040738,-1047.0235702772231
2024-05-25,2939.7045297682025,1951.7889703103688,1945.5307242068445,-764.943562370662
2024-05-26,3031.9532986445133,1978.3682557028817,2296.956109261265,-751.3343220893242
2024-05-27,3225.832582182056,2163.2751161372453,2698.344262913917,-670.6989357773306
2024-05-28,3316.679437027329,2117.5024966327246,2869.1353670738426,-706.0610537059023
2024-05-29,3181.8594798690183,2017.45125477352,2843.8729266389087,-854.7621520608566
2024-05-30,3139.2685760994973,2077.353494267917,2902.3339697732895,-1096.8565517876714
2024-05-31,3070.1451283664514,1964.3749517088747,3017.046698437019,-1344.7396870225714
2024-06-01,3234.2818319711755,1964.3749517088747,3224.0275968905535,-1538.6584638256695
2024-06-02,3289.6973371065114,1863.72396687309,3111.466136573313,-1735.1125594470857
2024-06-03,3372.27406551309,1911.1005212570888,3008.70337627744,-1707.92203695238
2024-06-04,2773.522469441832,2290.9248927115855,3275.114809487029,-1660.4378283595522
2024-06-05,3343.192819566404,2313.67895550101,3001.5730719173293,-1341.5551530152575
2024-06-06,3871.5292633871295,2261.3587767044114,2641.0020979036367,-1226.1098620048224
2024-06-07,3729.4843441524395,2292.8831991850634,2418.149133177856,-1559.4833234846403
2024-06-08,3729.4843441524395,2142.45164610575,2168.164824691289,-1961.168664598929
2024-06-09,3587.3448561495493,2136.3528935700065,2079.6966467482093,-2196.6056035322354
2024-06-10,2322.7546720448363,2507.7521699821546,2273.0449027838094,-2896.4482551892
2024-06-11,2088.149813775517,2187.739688921544,1899.21971387367,-3824.8907834292704
2024-06-12,1936.0559863475296,2147.499680544409,1786.8999671691236,-4129.5443659389375
2024-06-13,1461.570682589442,1649.8435041954958,1377.86677936802,-4442.561083610664
2024-06-14,1217.3890667560293,1196.6236584254086,1143.3484794012502,-5102.820079915647
2024-06-15,1061.7614358685246,881.0637754671674,1098.0417037094282,-4663.3295551437695
2024-06-16,959.4556530073277,702.4981862430712,1194.4269063215095,-4793.799579132733
2024-06-17,780.981133150572,511.22778393566864,925.3479785229215,-4088.8321319816127
2024-06-18,431.3977208937127,43.25023557389096,733.542766204063,-3842.367465004951
2024-06-19,295.8687100225379,-373.69228624422135,737.7814611663737,-3914.2042742367385
2024-06-20,2.1032064978498966e-12,-749.3457204491277,625.2512994651145,-4062.716832644121
2024-06-21,-193.166733932536,-1226.94738015454,561.8093619695802,-4242.262848304821
2024-06-22,-323.5866673228288,-1622.4041481202985,445.8093317535262,-4463.815262541306
2024-06-23,-598.0629728711211,-2146.070011306874,144.78578514039077,-4777.400783806485
2024-06-24,-957.649698754999,-2515.134868202126,-258.7100332375189,-5265.674949177729
2024-06-25,-1118.0849656579426,-2772.0626503707235,-485.6660338661062,-5509.647491713296
2024-06-26,-1184.5718848481763,-2910.603417245846,-658.7501086915439,-5246.074589214423
2024-06-27,-1188.753782762814,-3032.5642849190226,-607.1311214122346,-5171.550810905918
2024-06-28,-1262.0475793658675,-3103.808531978969,-694.5589854958846,-4939.584903159271
2024-06-29,-1331.0670562324578,-3128.0303343091473,-785.7155568268504,-4755.187052631534
2024-06-30,-1331.0670562324578,-2881.0159218675312,-785.7155568268504,-5005.919688410043
2024-07-01,-1393.6998989187418,-2874.4884774092925,-772.3742609497411,-4959.437362722216
2024-07-02,-1443.012625746682,-2981.7715553408743,-826.5283524173549,-4748.687466495079
