experiment,tag,start_date,end_date,ann_return,ann_vol,sharpe,max_drawdown,gross_exposure,turnover,days_constrained,fraction_days_constrained,exit_flattens,exit_decays
baseline,full_year_2023,2023-01-01,2023-12-31,12.097689680575222,592.549588955145,0.020416332921447684,-2.4629041136248535,1.9258242693872378,1.9258242693872378,46,0.12602739726027398,0,0
reviews,full_year_2023,2023-01-01,2023-12-31,12.097689680575222,592.549588955145,0.020416332921447684,-2.4629041136248535,1.9258242693872378,1.9258242693872378,46,0.12602739726027398,0,0
state_machine,full_year_2023,2023-01-01,2023-12-31,12.097689680575222,592.549588955145,0.020416332921447684,-2.4629041136248535,1.9258242693872378,1.9258242693872378,46,0.12602739726027398,0,0
relmom,full_year_2023,2023-01-01,2023-12-31,12.097689680575222,592.549588955145,0.020416332921447684,-2.4629041136248535,1.9258242693872378,1.9258242693872378,46,0.12602739726027398,0,0
