date,ADAUSDT_PERP,AVAXUSDT_PERP,BCHUSDT_PERP,BNBUSDT_PERP,BTCUSDT_PERP,DOGEUSDT_PERP,DOTUSDT_PERP,EOSUSDT_PERP,ETHUSDT_PERP,LINKUSDT_PERP,LTCUSDT_PERP,MATICUSDT_PERP,SOLUSDT_PERP,UNIUSDT_PERP,XRPUSDT_PERP
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,0.0,0.0,1005.144369019261,0.0,1339.2767943667284,0.0,0.0,0.0,767.520518762508,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,0.0,1702.3479959402368,0.0,1836.845480389951,0.0,0.0,0.0,1089.0679262962567,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,1889.380641100433,0.0,2030.4583845916634,0.0,0.0,0.0,1062.872594152672,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,1117.4740540280475,0.0,1908.743080727542,0.0,0.0,0.0,740.4213270719811,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,0.0,1218.5422916221034,0.0,2283.2148145708106,0.0,0.0,0.0,1003.4085184811258,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,775.9486649492809,0.0,2391.6735364555416,0.0,0.0,0.0,983.5119050016239,0.0,0.0,0.0,0.0,0.0,388.0764778664188
2020-01-17,0.0,0.0,1148.5685835060344,0.0,3238.8065515410217,0.0,0.0,0.0,1602.6472806850782,0.0,0.0,0.0,0.0,0.0,1297.6995897355214
2020-01-18,0.0,0.0,842.4230738604836,0.0,3795.920245033459,0.0,0.0,1043.9334646575194,2312.3324642348525,0.0,0.0,0.0,0.0,0.0,2005.3907522136853
2020-01-19,0.0,0.0,429.94327879793826,0.0,2715.4275419297846,0.0,0.0,1032.2053629071415,2002.5607428340081,0.0,315.8502107353036,0.0,0.0,0.0,860.0791662461838
2020-01-20,0.0,0.0,48.416955527299876,0.0,1816.8229341559177,0.0,0.0,525.8026741030685,886.900730341685,0.0,427.6026026090373,0.0,0.0,0.0,900.8084458704986
2020-01-21,0.0,0.0,7.815970093361102e-14,0.0,2353.235535331967,0.0,0.0,659.6581311311368,1157.4320478333136,0.0,706.8968409578794,0.0,0.0,0.0,1412.7064924906351
2020-01-22,0.0,0.0,137.85903117185765,0.0,2669.109249139925,0.0,0.0,803.0320403749728,1413.303376193901,0.0,1054.5158929076536,0.0,0.0,0.0,1891.4304431876305
2020-01-23,0.0,0.0,371.36590880714624,0.0,1870.019904061402,0.0,0.0,770.1631942395505,1305.411441311197,0.0,810.0656099074663,0.0,0.0,0.0,1544.1384393861194
2020-01-24,0.0,0.0,559.6883871540019,0.0,1283.7477369541705,0.0,0.0,859.6399984562779,1278.9614880377603,0.0,603.8222110415277,0.0,0.0,0.0,1573.7495477094606
2020-01-25,0.0,0.0,714.4984607188528,0.0,1387.8228631503039,0.0,0.0,716.8121335785962,1227.7604967833379,0.0,449.89157494414405,0.0,0.0,0.0,1530.103163636928
2020-01-26,0.0,0.0,1106.2604793411517,0.0,1799.110709776913,0.0,0.0,694.015830600648,1245.8758426938957,0.0,489.4806436366648,0.0,0.0,0.0,1679.911733251238
2020-01-27,0.0,0.0,1708.178835086679,0.0,2643.9147715959352,0.0,0.0,1063.4843990870027,1663.3866647310535,-222.68616796422273,776.321685073545,0.0,0.0,0.0,1922.0274764615601
2020-01-28,0.0,0.0,2012.482548693184,0.0,2201.2813870259706,0.0,0.0,1257.0501731373397,1247.173473025348,290.00761657933015,1154.5661004300807,0.0,0.0,0.0,1837.4387011087492
2020-01-29,0.0,0.0,2901.727200315,0.0,1755.3551779830045,0.0,0.0,1524.3265870782316,449.3463538118805,342.6621637033076,1305.411910296289,0.0,0.0,0.0,1175.696458998343
2020-01-30,0.0,0.0,2776.973193767244,0.0,2624.941918154536,0.0,0.0,1186.3513758131955,461.6789911446757,1048.851782201369,1126.7457730512706,0.0,0.0,0.0,774.456965867709
2020-01-31,0.0,0.0,2980.9266619140426,0.0,2559.501330525277,0.0,0.0,1337.6734803256202,-303.6887843597369,930.3374086927521,1685.6569805179938,0.0,0.0,0.0,202.21535366457795
2020-02-01,0.0,0.0,2673.152276057638,0.0,2036.2456400967667,0.0,0.0,1257.1934860709105,-88.52975872900907,713.8569966062987,2397.039913853063,0.0,0.0,0.0,833.9819285863159
2020-02-02,0.0,0.0,2090.8400001620103,0.0,1860.2793374789803,0.0,0.0,1141.0360231546945,698.7341513494418,1108.2397836507882,2218.8427407261024,0.0,0.0,0.0,882.0279634779858
2020-02-03,0.0,0.0,1844.1273449945634,0.0,1827.5932918673805,0.0,0.0,985.1516007243783,1263.811694129476,1128.2681044815604,1955.5007418806204,0.0,0.0,0.0,995.5472219220246
2020-02-04,0.0,0.0,1881.4178632967703,0.0,1372.8445204295758,0.0,0.0,1187.0843597485539,1573.5669173722167,1070.4535761414998,1684.9754726714093,0.0,0.0,0.0,1229.6572903399756
2020-02-05,0.0,0.0,1508.0626025267418,0.0,1625.632393563197,0.0,0.0,1330.5394991689611,1304.1658794227906,1091.148613416275,1483.3475892735162,0.0,0.0,0.0,1657.1034226285217
2020-02-06,0.0,0.0,1623.760020583673,0.0,1227.1486329755708,0.0,0.0,1422.6271545519603,1385.590071424345,856.2083377859499,1759.6638524313225,0.0,0.0,0.0,1725.0019302471806
2020-02-07,0.0,0.0,1417.3495853507359,0.0,1898.7847878523821,0.0,0.0,1410.1795191900576,1765.5607154607565,338.25071099703837,1844.1070299398134,0.0,0.0,0.0,1325.767651209218
2020-02-08,0.0,0.0,1189.1981332326868,0.0,1722.241550190197,0.0,0.0,1305.5476818496861,1892.7117825132418,783.6800333634177,1723.6947727560328,0.0,0.0,0.0,1382.926046094739
2020-02-09,0.0,0.0,958.882428943512,0.0,1826.4147611734386,0.0,0.0,1361.5217895268866,1885.046751623536,890.0138633242702,1656.80442940168,0.0,0.0,0.0,1421.31597600668
2020-02-10,-169.8780167906298,0.0,1144.8898007371408,0.0,1709.7138902078764,0.0,0.0,1489.66710539076,1472.1580293191782,851.2722107122537,1454.8353945008496,0.0,0.0,0.0,1707.5855523413138
2020-02-11,180.18984169356892,0.0,1276.8333595633637,0.0,1753.0690426162507,0.0,0.0,1395.3170132203595,1392.0678176936037,649.7230818269081,1488.8136968314054,0.0,0.0,0.0,1863.9861465545437
2020-02-12,55.62088511192705,0.0,1528.3192056193382,0.0,2404.242750706686,0.0,0.0,1586.2783785526567,888.6427524454784,576.1687613889156,1654.4921391709465,0.0,0.0,0.0,1306.2351270040542
2020-02-13,289.6417794467739,0.0,1476.1299506645375,0.0,2371.3288855695305,0.0,0.0,1527.8186054887137,1203.5089382161782,402.6946224669141,1556.9365184541605,0.0,0.0,0.0,1171.9406996931918
2020-02-14,936.9211116924505,0.0,1364.0572539531504,0.0,2215.2364253047513,0.0,0.0,1375.3109161889438,1224.54994143761,369.27067607571564,1435.1181412707263,0.0,0.0,0.0,1079.535534076654
2020-02-15,438.1149709012734,0.0,1126.3715541773477,0.0,2194.7690181833414,0.0,0.0,1178.110827381492,1180.4745749314154,1014.5959932263582,1633.1952985839812,0.0,0.0,0.0,1234.3677626147924
2020-02-16,698.3801128999756,0.0,709.7164893984592,0.0,2200.7517714406445,0.0,0.0,599.7208896886996,1200.356190652286,1947.6937028060413,1505.6809522766966,0.0,0.0,0.0,1137.699890837201
2020-02-17,901.7401348678331,0.0,537.970148878301,0.0,1645.9913954759306,0.0,0.0,349.3255900318186,1423.7336425432322,2167.2120384422155,1316.2494289219132,0.0,0.0,0.0,1657.777620838756
2020-02-18,952.080344655615,0.0,600.7114218774941,0.0,1955.7102065924178,0.0,0.0,388.35633661953415,1493.0012972038282,1896.667627936292,1049.092798623957,0.0,0.0,0.0,1657.777620838756
2020-02-19,1115.5710373810027,0.0,415.2015452105063,0.0,1888.8739044935264,0.0,0.0,292.67530937742686,1291.8791378584392,2795.8983664141388,495.0923039853959,0.0,0.0,0.0,1704.8083952795655
2020-02-20,937.1099030522074,0.0,212.54779052799375,193.25531057472716,2255.7686849007077,0.0,0.0,336.306951815038,1532.6838980855052,2215.809154513068,734.1845824390334,0.0,0.0,0.0,1582.3337240917206
2020-02-21,788.1681620894065,0.0,407.6411799375811,140.5108217987508,2403.148169219093,0.0,0.0,378.56790832497916,1451.2362772082531,1873.611909621991,1099.025395287067,0.0,0.0,0.0,1458.0901765128797
2020-02-22,705.8301752648874,0.0,516.6621206188408,-2.842170943040401e-14,2532.318032200608,0.0,0.0,408.30119906776343,1426.1913146392578,1606.2945708813693,1443.4579963154702,0.0,0.0,0.0,1360.944591011806
2020-02-23,714.6290937793091,0.0,666.5143052570577,-2.842170943040401e-14,2191.1502039391453,0.0,0.0,522.4038596191622,1440.5311855756463,1517.3636579211316,1706.1747044103918,0.0,0.0,0.0,1241.2329894981585
2020-02-24,690.4745398746561,0.0,698.2233332298871,-26.07184779154276,2212.628477785409,0.0,0.0,491.6543569507034,1595.401478615256,1406.6226028055908,1659.9000851835003,0.0,0.0,0.0,1219.023277763458
2020-02-25,642.6830667442217,0.0,555.2782657875176,-99.42624617500445,2139.3888964311896,0.0,0.0,630.8740189024253,1610.3060172397795,1446.4127799696942,1672.7512849223665,0.0,0.0,0.0,1202.879423827804
2020-02-26,498.5954496175178,0.0,115.15863988418761,-360.73345872766566,1693.720306549433,0.0,0.0,550.5329351326407,1592.2513239613488,2495.194333177272,1378.276870100487,0.0,0.0,0.0,1315.5366828494493
2020-02-27,245.07262583439885,0.0,57.008951388629555,-479.74322939810463,1630.7716463336446,0.0,0.0,397.29865823926104,1927.8074071614133,2689.293059131904,1355.3510851286553,0.0,0.0,0.0,1217.6533373839907
2020-02-28,-54.238662053858064,0.0,1.0018652574217413e-12,-718.7092165059083,1384.4920617710143,0.0,0.0,144.39608872682933,2277.7897497502286,3178.0328028216854,1138.839461631254,0.0,0.0,0.0,1103.5019567392221
2020-02-29,-473.2060860448961,0.0,-200.6034245789924,-1002.251952417295,-781.611782486639,0.0,0.0,-187.97072978169982,2089.8327335970935,3627.094547722054,841.7316717458104,0.0,0.0,0.0,795.6970716255196
2020-03-01,-791.2079967073201,0.0,-327.5670284517214,-1208.6849826184825,-1558.1554925868732,0.0,0.0,-545.3858366321425,1910.4648288164035,3001.777343931585,261.98340619897067,0.0,0.0,0.0,394.77308405650126
2020-03-02,-837.0288133204654,0.0,-208.82583001907074,-1025.400525697621,-830.0544169646179,0.0,0.0,-645.4787697373099,2442.906252620729,3439.436588469269,188.85132531488682,0.0,0.0,0.0,382.01747785603186
2020-03-03,-1035.0059395276776,0.0,-163.8922336730402,-1017.2417469979853,-462.96586751103683,0.0,0.0,-834.5030105528015,2515.595712152656,3759.225267499981,49.66081973570206,0.0,0.0,0.0,161.90940234911923
2020-03-04,-1116.9849910408866,0.0,-359.1988864784641,-779.2698952733963,-395.7127871458041,0.0,0.0,-1129.2884627350195,2284.4875652504443,3693.2812463444584,-215.6813614493917,0.0,0.0,0.0,-26.094804282134362
2020-03-05,-1155.0206873217458,0.0,-200.26130123029267,-585.1158137912605,140.03779989874727,0.0,0.0,-1161.260019608669,2284.4875652504443,3938.8883115272374,-395.81236242552126,0.0,0.0,0.0,-142.6954701706178
2020-03-06,-1034.900891140513,0.0,63.63094076721737,-473.7296401868042,261.7413022535694,0.0,0.0,-1108.5463726073237,2534.5968854207285,3808.3678944284597,-537.6916414148398,0.0,0.0,0.0,-176.79443178054487
2020-03-07,-1034.900891140513,0.0,42.5724651925792,-639.4730305849835,-281.4188400632455,0.0,0.0,-1361.6662511501802,2440.845244659148,3000.93778658226,-863.4915237100536,0.0,0.0,0.0,-334.44314116375085
2020-03-08,-996.6410579637061,0.0,-493.2752695355308,-617.3484469759733,-1294.2872980028005,0.0,0.0,-1099.6440109074308,1176.057048875243,2874.3390884047294,-892.0201640977303,0.0,0.0,0.0,-556.3876152368538
2020-03-09,-1116.7180182537686,0.0,-627.3551503518975,-747.4300798996461,-1366.157338273939,0.0,0.0,-1070.5551428316548,972.9279762446984,2536.4460980534386,-936.7723174771999,0.0,0.0,0.0,-625.6378786137582
2020-03-10,-1240.328004601345,0.0,-730.8161961977441,-754.7731187635117,-1487.7440602629858,0.0,0.0,-1070.5551428316548,760.4292929965297,2313.6786158527834,-973.6953511211043,0.0,0.0,0.0,-671.7462554308319
2020-03-11,-1341.0325310462952,0.0,-826.0843952757964,-785.0712921515852,-1648.7316784127618,0.0,0.0,-1070.5551428316548,553.4473345395652,1975.3734471773942,-1062.6714298846039,0.0,0.0,0.0,-732.9929627377476
2020-03-12,-652.9655166760689,0.0,-353.9659196567141,-287.45429025417536,-172.76702767522875,0.0,0.0,-561.1287860248024,140.11043239496422,592.7242378264568,-706.3925609390301,0.0,0.0,0.0,-344.767210615241
2020-03-13,-932.2232325263072,0.0,-590.1939200672608,-62.89293803974462,-58.60657649104681,0.0,0.0,-600.7360087242437,599.9011834865616,743.2097831067342,-740.5496234796352,0.0,0.0,0.0,-456.68069399977037
2020-03-14,-748.6150593530454,0.0,-575.2029630584246,-261.4536449934271,-267.11728608153896,0.0,0.0,-549.8267465834574,232.99473213980957,269.51220975685453,-603.4639343026367,0.0,0.0,0.0,-425.4082412618683
2020-03-15,-727.449191022461,0.0,-724.9507696039975,-387.83654552079776,-378.2059906597977,0.0,0.0,-713.0201973618902,126.59229893788907,126.37613471371483,-633.0251544272129,0.0,0.0,0.0,-467.71361324848556
2020-03-16,-629.4592208324151,0.0,-689.5725131571179,-404.6150491226733,-456.53085869513313,0.0,0.0,-713.0201973618902,33.3782290726124,-7.105427357601002e-14,-655.7396632342906,0.0,0.0,0.0,-485.11414436905767
2020-03-17,-749.9547056091108,0.0,-784.4113442536718,-493.51995886685194,-545.1016717352277,0.0,0.0,-797.5140533344635,-56.065308177841146,-88.05940993014995,-781.0198551129569,0.0,0.0,0.0,-555.775065364789
2020-03-18,-729.9516576012328,0.0,-856.7538599856786,-561.5572797395145,-614.0406351930627,0.0,0.0,-852.27904753724,-134.7647930800446,-108.30048839997662,-834.731307313808,0.0,0.0,0.0,-652.5274197252346
2020-03-19,-696.9519032647571,0.0,-884.5600640916742,-600.7186417431514,-563.4122189360066,0.0,0.0,-944.4227975839767,-168.38290417651095,-191.57647930100256,-913.0279719473959,0.0,0.0,0.0,-730.3409284639299
