date,BNBUSDT_PERP,BTCUSDT_PERP,ETHUSDT_PERP,XRPUSDT_PERP
2020-02-10,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0
2020-02-20,494.3376358334183,1611.9039485614162,1989.321345976861,922.5604404662115
2020-02-21,433.51710109374335,1970.7379085792122,2098.290306252579,1007.5438084152233
2020-02-22,0.0,2002.6312198785733,1968.2041909697405,902.009500792922
2020-02-23,0.0,1891.823578168252,2215.5654929332322,839.4933464281323
2020-02-24,-86.99727635903714,1677.8744677887023,2248.9114654200253,759.6074503979423
2020-02-25,-260.1151798907414,651.3399533182203,1669.395798322535,479.49818272184933
2020-02-26,-643.0893138331767,-892.0979176023893,883.0691328029504,182.14872987927384
2020-02-27,-739.1251057149327,-1474.9497196758743,674.9656798400047,2.842170943040401e-14
2020-02-28,-944.6898907985202,-2276.55956008298,448.4622335678746,-178.57096559515614
2020-02-29,-778.757022187791,-2911.4875250813334,-4.547473508864641e-13,-327.5540131969469
2020-03-01,-1087.5399154853294,-3749.0712732418765,-201.99357262029366,-504.45787021099363
2020-03-02,-845.1622191955823,-2818.075635583761,-63.80366386221388,-483.8078672470297
2020-03-03,-817.0751525058439,-2794.691361522619,-122.43726285801569,-592.9207758920427
2020-03-04,-664.32145206183,-2957.3743530244824,-272.85240606470416,-696.585048063988
2020-03-05,-492.64536373991893,-2349.2155926267924,-366.2087945017635,-762.5984483882692
2020-03-06,-419.77044432064565,-2166.284464747158,-5.115907697472721e-13,-774.5956781368958
2020-03-07,-681.9744607367556,-2544.450974721499,162.74213135460582,-926.7851770804677
2020-03-08,-576.3432673724205,-2084.8608419261636,-103.129583883598,-744.3855430952394
2020-03-09,-830.0555184086594,-2637.7160427980966,-277.1616253177348,-872.4112259914132
2020-03-10,-938.0012152267329,-3179.716751478626,-490.848294818422,-977.7705657982425
2020-03-11,-1059.9163558871082,-3681.7197742362223,-728.951368467338,-1097.2928958884288
2020-03-12,-182.1363504589881,-331.7491889759872,-197.14495810494907,-251.67046441158539
2020-03-13,-5.684341886080802e-14,-79.87190512827135,-122.06347446426993,-77.03257467760758
2020-03-14,-194.85467027916587,-243.7260893232562,-250.91852335403723,-165.3367200278508
2020-03-15,-340.3808053335181,-374.9858578789607,-372.70737227495835,-294.4773817404092
2020-03-16,-394.2689959830475,-491.23650205432534,-436.6551617226361,-368.56794290598214
2020-03-17,-488.0693537302233,-591.3917459751331,-551.4469224366516,-499.4574720823615
2020-03-18,-555.2370393612904,-667.712285143347,-634.3780268306193,-612.0190173118049
2020-03-19,-593.621722769552,-614.5653661301967,-722.1445346154751,-669.9852810048171
2020-03-20,-603.7932162794202,-698.9033201673176,-749.5247687313691,-704.2835709573627
2020-03-21,-628.1854506205755,-795.2830675871766,-785.9207698391334,-764.591754400499
2020-03-22,-616.0166437572284,-888.7164644392889,-785.9207698391334,-764.591754400499
2020-03-23,-651.9182557434594,-877.6343690836566,-847.5421853112357,-830.932643094898
2020-03-24,-664.0141394680658,-928.3959052532263,-869.3957295825032,-859.0480630172706
2020-03-25,-526.1790220664443,-956.8763929483644,-869.3957295825032,-859.0480630172706
2020-03-26,-375.0826384537645,-956.8763929483644,-902.1624243785848,-848.5542190170224
2020-03-27,-355.9819808738734,-956.8763929483644,-902.1624243785848,-823.0401567299184
2020-03-28,-315.84005683522247,-858.0049044674654,-923.7947848837986,-811.7524255018968
2020-03-29,-273.97392903881087,-813.7479658619391,-943.7198302967382,-773.8022328828356
2020-03-30,-273.97392903881087,-670.2533448770914,-986.7169522160614,-773.8022328828356
2020-03-31,-308.6661732225897,-686.585198425532,-1017.1359732776347,-773.8022328828356
2020-04-01,-401.243284931251,-536.1699655627291,-1017.1359732776347,-765.8654704923531
2020-04-02,-385.82115849160164,-554.6222506267604,-1017.1359732776347,-738.7601670496344
2020-04-03,-346.94133004989715,-632.1498269476526,-1000.8788275262372,-704.685011885652
2020-04-04,-382.955134122388,-632.1498269476526,-980.710122484301,-648.7843925885261
2020-04-05,-414.48891308047763,-642.172211277824,-952.8468859775265,-582.3384241720627
2020-04-06,-351.15834696405534,-417.50742529435877,-633.2362499999032,-393.3233448667562
2020-04-07,-305.9839969951467,-253.45280791462525,-407.6077939971365,-289.8563747710723
2020-04-08,-235.1757311549251,-136.38404978452343,-237.4349691184357,-129.5108033809209
2020-04-09,-173.76358152433326,-4.263256414560601e-13,-111.21087405867232,-1.1368683772161603e-13
2020-04-10,-202.0973790981953,-119.91305060611519,-101.69324180699145,-1.1368683772161603e-13
2020-04-11,-280.05484470447897,-325.897181002252,-106.94643637165262,66.84374501138565
2020-04-12,-275.99387217398663,-450.70660400577117,-91.61036391859665,66.84374501138565
2020-04-13,-1.7053025658242404e-13,-516.8349397362257,-146.1167272830134,116.85510890692184
2020-04-14,1366.771327376252,-850.3353308215942,-260.2039916762568,205.30811829558093
2020-04-15,1662.643908751743,-1110.1461393175823,-412.64301218015964,-8.526512829121202e-14
2020-04-16,1439.0099099323202,-175.6298818981686,77.64818182474323,-8.526512829121202e-14
2020-04-17,1692.4937816320983,-145.3864380639434,223.08437882094984,-8.526512829121202e-14
2020-04-18,1788.9092268678405,206.21374631807737,564.0641196848925,88.92207685235688
2020-04-19,1859.049274383887,298.06142690662944,712.8687991996721,59.45016443452643
2020-04-20,1746.9463924031113,130.20487202562367,712.8687991996721,-88.87399788417049
2020-04-21,1931.5208632063134,-4.263256414560601e-13,793.2898889266858,-201.53158633576155
2020-04-22,1994.0046951303555,297.3559999212689,1027.6928976289207,-189.704154080622
2020-04-23,1730.278941586049,794.324437197242,1223.4644577672057,-78.39435505322874
2020-04-24,1430.1304573912062,926.8971848563336,1440.1493668875014,-1.1368683772161603e-13
2020-04-25,1339.700454358193,1115.2817276163155,1834.141431160511,129.82823943097839
2020-04-26,1304.7655933323404,1491.9265151941393,2249.2766108667643,349.6181349835804
2020-04-27,1280.3171520004419,1910.75973841065,2538.0126953827503,541.1072468553856
2020-04-28,1365.4352022419241,2216.4909110409353,2819.5367011470266,1050.0570181787891
2020-04-29,1546.119922099487,2698.9618291275865,3226.7935576059663,1827.0948350657472
2020-04-30,2081.7327814959417,2883.8811364965245,3079.2314998210372,1622.3178182195227
2020-05-01,2280.400340832845,3157.9259059402066,2838.6479241354573,1723.0258290914899
2020-05-02,2320.177867382069,3157.9259059402066,2626.4541904298353,1898.8851314456651
2020-05-03,2257.1547813805823,3157.9259059402066,2593.449869511017,1988.8949477495353
2020-05-04,2238.7458618985006,3157.9259059402066,2546.9877274416563,2058.34965423906
