date,equity
2024-01-01,5000.0
2024-01-02,5000.0
2024-01-03,5000.0
2024-01-04,5000.0
2024-01-05,5000.0
2024-01-06,5000.0
2024-01-07,5000.0
2024-01-08,5000.0
2024-01-09,5000.0
2024-01-10,5000.0
2024-01-11,4994.75
2024-01-12,4400.658955792876
2024-01-13,4496.283862994753
2024-01-14,4233.232452829498
2024-01-15,4345.731927243088
2024-01-16,4505.843617000026
2024-01-17,4392.365440829701
2024-01-18,4221.320813994016
2024-01-19,4268.029047193742
2024-01-20,4239.72940893199
2024-01-21,4219.909553967781
2024-01-22,4026.526389986076
2024-01-23,3968.9574528689386
2024-01-24,3959.9930694621685
2024-01-25,3949.0875614036686
2024-01-26,3879.620383459171
2024-01-27,3872.6351936197525
2024-01-28,3872.8265089364522
2024-01-29,3878.3079819549052
2024-01-30,3873.4116613988244
2024-01-31,3859.2889966471475
2024-02-01,3876.491911676474
2024-02-02,3880.872540007069
2024-02-03,3872.8862558830124
2024-02-04,3853.28997909753
2024-02-05,3860.647252315349
2024-02-06,3876.290726864693
2024-02-07,3944.8557656816893
2024-02-08,4010.9692257526594
2024-02-09,4257.924199642435
2024-02-10,4353.579350266255
2024-02-11,4448.512295514981
2024-02-12,4880.180343699017
2024-02-13,4824.258550097944
2024-02-14,5287.340636662197
2024-02-15,5370.240049399831
2024-02-16,5366.9539309796955
2024-02-17,5294.726389541221
2024-02-18,5507.558173160138
2024-02-19,5571.386667506672
2024-02-20,5736.701974359832
2024-02-21,5624.662252221984
2024-02-22,5573.073174717822
2024-02-23,5442.440755796968
2024-02-24,5644.873391942866
2024-02-25,5849.2746598102785
2024-02-26,6243.164454870559
2024-02-27,6617.985628209546
2024-02-28,7333.067715619825
2024-02-29,7190.372195138828
2024-03-01,7447.724662570867
2024-03-02,7416.473217046371
2024-03-03,7619.420440066812
2024-03-04,8220.046839373963
2024-03-05,7834.606994443804
2024-03-06,8405.848404767958
2024-03-07,8521.699093972238
2024-03-08,8630.879892672563
2024-03-09,8681.425543082105
2024-03-10,8697.80926415363
2024-03-11,9188.307875711675
2024-03-12,9047.562135906599
2024-03-13,9202.218718576249
2024-03-14,8943.549110275602
2024-03-15,8653.098564641485
2024-03-16,8203.051396372855
2024-03-17,8447.61401996261
2024-03-18,8308.703992147497
2024-03-19,7674.559548961798
2024-03-20,8024.86439903889
2024-03-21,7930.557572596268
2024-03-22,7793.647489081323
2024-03-23,7800.255855681734
2024-03-24,8030.713712065002
2024-03-25,8249.540910510965
2024-03-26,8258.294956097678
2024-03-27,8191.62593914527
2024-03-28,8285.658087915734
2024-03-29,8228.012937219872
2024-03-30,8217.818589206421
2024-03-31,8327.208259367759
2024-04-01,8263.75068160565
2024-04-02,8132.121201939138
2024-04-03,8145.984781859055
2024-04-04,8252.318008065653
2024-04-05,8216.352179312918
2024-04-06,8296.217613009234
2024-04-07,8382.544418687481
2024-04-08,8707.478971560442
2024-04-09,8405.724953055447
2024-04-10,8534.58810726882
2024-04-11,8463.68953134393
2024-04-12,8053.415553809717
2024-04-13,7701.0561868765
2024-04-14,7873.564493953983
2024-04-15,7722.045856848816
2024-04-16,7735.881128134188
2024-04-17,7552.423947530166
2024-04-18,7698.77121411415
2024-04-19,7714.041112788182
2024-04-20,7814.448727597539
2024-04-21,7812.196030360859
2024-04-22,7949.210270253943
2024-04-23,7933.510549402442
2024-04-24,7742.704696663752
2024-04-25,7766.966844636017
2024-04-26,7706.427952768461
2024-04-27,7750.133791467228
2024-04-28,7735.456649423664
2024-04-29,7756.129823835015
2024-04-30,7477.172243235371
2024-05-01,7371.364354409335
2024-05-02,7390.928477461511
2024-05-03,7467.133419816595
2024-05-04,7492.817841200211
2024-05-05,7500.0606484488
2024-05-06,7462.155560853253
2024-05-07,7429.215358384043
2024-05-08,7395.793734712982
2024-05-09,7444.215873164741
2024-05-10,7386.1004317710895
2024-05-11,7385.470814322867
2024-05-12,7392.92998148102
2024-05-13,7413.7113114158055
